brand,os,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm
OnePlus,Android,2022,5491,7590,86.8,Plastic,3,2,4.2,WiFi 6E,Tensor G3,16,512,6.52,AMOLED,60,6085,45,108,16,"Ultra-Wide, Depth",215.4,7.88
Apple,iOS,2023,8077,9733,87.3,Metal,6,2,5.0,WiFi 5,Tensor G3,16,64,5.58,OLED,60,3829,18,108,16,Other,207.7,8.31
Xiaomi,Android,2018,2197,2103,91.47,Glass,7,1,5.3,WiFi 6E,Snapdragon 680,3,128,5.69,AMOLED,60,6189,65,48,16,Other,155.5,7.14
Sony,Android,2018,4889,6029,93.48,Plastic,5,1,4.2,WiFi 6E,Snapdragon 778G,6,512,5.84,LCD,90,4334,33,64,50,"Depth, Macro",205.6,7.06
Sony,Android,2019,1725,3368,94.12,Plastic,6,1,5.1,WiFi 6E,Snapdragon 778G,12,128,6.24,AMOLED,120,5079,25,64,8,Ultra-Wide,173.4,7.63
Motorola,Android,2020,2037,2592,78.23,Glass,7,1,5.3,WiFi 6,Dimensity 6020,6,256,6.64,LCD,90,5302,25,13,32,"Ultra-Wide, Macro",162.9,7.33
Google,Android,2020,8919,11717,86.95,Plastic,5,2,5.1,WiFi 5,Snapdragon 8 Gen 2,16,64,5.76,OLED,120,4306,65,108,32,"Telephoto, Depth",178.9,8.48
Motorola,Android,2023,3992,5360,89.55,Metal,6,2,5.1,WiFi 6E,Dimensity 900,6,128,6.5,LCD,60,4211,100,64,32,"Depth, Wide",183.9,7.71
Sony,Android,2022,1874,3232,76.88,Plastic,7,1,5.1,WiFi 6E,Exynos 1380,8,64,6.04,AMOLED,90,4486,33,50,50,Wide,208.6,7.78
Apple,iOS,2021,8792,10406,77.94,Metal,5,2,5.1,WiFi 5,A17 Bionic,8,128,5.59,OLED,120,3361,65,200,8,Wide,199.7,7.65
Apple,iOS,2020,9488,12043,86.88,Plastic,2,2,5.2,WiFi 6,A17 Bionic,16,64,6.18,LCD,144,3490,45,50,32,"Wide, Telephoto",161.6,7.57
OnePlus,Android,2022,4581,5910,77.25,Glass,6,2,5.1,WiFi 5,Snapdragon 778G,8,64,6.17,AMOLED,90,5783,25,108,32,"Telephoto, Ultra-Wide",213.1,9.37
Samsung,Android,2018,4090,5588,85.22,Metal,2,2,5.1,WiFi 6E,Dimensity 900,8,512,6.48,AMOLED,90,4168,33,108,50,"Wide, Macro",171.5,9.23
Apple,iOS,2020,9220,11397,90.01,Glass,7,2,5.1,WiFi 6,A17 Bionic,12,128,6.14,AMOLED,120,3381,33,200,16,Wide,192.9,7.07
Realme,Android,2019,1723,2150,81.33,Metal,6,1,5.0,WiFi 6,Dimensity 6020,3,128,6.51,LCD,90,5013,65,48,50,Ultra-Wide,176.8,8.41
Xiaomi,Android,2023,829,2115,85.77,Glass,3,1,5.3,WiFi 6E,Helio G85,4,128,6.26,LCD,60,3825,65,50,8,"Telephoto, Ultra-Wide",209.5,7.29
Oppo,Android,2018,3720,5162,82.05,Glass,6,2,5.1,WiFi 6,Dimensity 900,6,128,6.82,AMOLED,90,4803,100,50,32,Ultra-Wide,199.0,7.25
Apple,iOS,2025,7762,10782,79.14,Glass,5,2,5.3,WiFi 5,Snapdragon 8 Gen 2,16,64,5.58,OLED,120,3257,25,108,50,Other,197.5,8.31
Google,Android,2018,5864,5645,88.86,Metal,3,2,5.0,WiFi 5,Tensor G3,8,128,5.74,OLED,90,4255,25,50,16,Depth,165.6,7.03
Samsung,Android,2020,6422,8536,83.84,Plastic,3,1,5.0,WiFi 6E,A17 Bionic,16,64,6.02,OLED,144,4857,25,108,16,Other,177.2,8.67
Google,Android,2023,5420,6727,92.45,Metal,6,2,5.0,WiFi 6E,Snapdragon 8 Gen 2,12,128,6.4,LCD,144,6116,25,108,16,Other,234.9,8.51
Vivo,Android,2025,1240,2901,84.27,Metal,6,2,5.1,WiFi 5,Helio G85,3,64,5.87,AMOLED,60,5537,33,50,16,"Wide, Depth",177.3,8.13
Apple,iOS,2024,8145,11381,85.06,Glass,4,2,5.1,WiFi 6,Snapdragon 8 Gen 2,8,512,5.65,AMOLED,120,3738,33,200,50,Other,154.3,7.28
Realme,Android,2022,1588,2944,89.42,Glass,4,2,5.0,WiFi 6,Snapdragon 680,3,256,5.8,AMOLED,90,5130,100,50,8,Other,168.7,9.09
Apple,iOS,2018,10405,13086,85.75,Plastic,2,1,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.34,AMOLED,120,3517,45,200,32,Other,162.2,8.4
Apple,iOS,2021,8399,10973,86.04,Glass,4,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,16,256,6.17,OLED,90,3888,45,108,32,Other,159.9,7.82
OnePlus,Android,2020,1971,1354,88.28,Metal,5,2,5.0,WiFi 6E,Dimensity 6020,3,64,6.03,AMOLED,60,5062,45,50,50,Other,173.5,7.61
Oppo,Android,2023,2729,2867,92.77,Plastic,5,2,5.2,WiFi 6,Exynos 1380,12,64,6.11,LCD,120,4907,45,108,50,Other,180.5,8.37
Samsung,Android,2019,4299,6113,86.02,Plastic,7,1,5.0,WiFi 6,Snapdragon 778G,6,128,6.38,AMOLED,144,5530,18,108,8,"Wide, Ultra-Wide",172.4,8.78
Samsung,Android,2025,3496,4604,80.95,Plastic,3,1,5.3,WiFi 6,Snapdragon 778G,6,64,6.43,LCD,60,5338,18,108,8,Other,170.8,7.22
Motorola,Android,2024,3795,3758,84.48,Metal,3,1,5.0,WiFi 6E,Dimensity 900,8,128,6.15,AMOLED,90,4495,18,64,16,"Macro, Depth",198.0,7.17
Sony,Android,2018,2694,2567,90.48,Metal,4,1,5.1,WiFi 5,Snapdragon 778G,12,128,6.6,LCD,90,5492,45,108,32,Other,150.7,7.82
Oppo,Android,2019,1325,2038,86.7,Glass,2,1,5.0,WiFi 6,Snapdragon 680,6,256,6.43,OLED,144,4271,18,48,32,"Depth, Telephoto",173.7,8.8
Motorola,Android,2019,1781,2189,87.36,Metal,3,1,5.1,WiFi 5,Dimensity 6020,4,128,6.44,LCD,60,4506,45,13,50,"Macro, Depth",192.3,9.06
Oppo,Android,2023,386,1076,88.4,Plastic,5,1,5.3,WiFi 5,Helio G85,6,128,6.72,OLED,60,3110,33,13,8,"Macro, Depth",205.4,7.3
Xiaomi,Android,2018,1796,1506,82.15,Metal,4,1,5.1,WiFi 6,Dimensity 6020,3,128,6.61,AMOLED,144,5885,18,50,8,Other,169.2,7.96
OnePlus,Android,2019,4675,5682,84.71,Metal,5,1,4.2,WiFi 6E,Dimensity 900,8,128,5.98,OLED,120,5320,18,108,16,Ultra-Wide,169.1,9.17
Samsung,Android,2018,4337,4603,91.68,Plastic,5,2,4.2,WiFi 5,Exynos 1380,12,256,6.49,AMOLED,120,4005,18,64,8,Macro,215.7,7.76
Vivo,Android,2023,3821,3809,78.79,Metal,5,2,4.2,WiFi 6,Dimensity 900,6,128,5.89,LCD,90,4941,25,50,8,Other,188.6,7.73
Vivo,Android,2025,1782,3790,75.64,Plastic,5,1,5.2,WiFi 6E,Exynos 1380,12,512,6.88,LCD,90,5391,18,50,8,Other,164.0,7.58
Vivo,Android,2023,2122,2611,81.14,Plastic,7,1,5.3,WiFi 6E,Dimensity 900,8,256,6.3,AMOLED,144,6663,33,108,16,Other,173.3,9.19
Xiaomi,Android,2024,1891,2264,84.54,Glass,6,1,5.2,WiFi 5,Helio G85,4,64,5.95,LCD,90,4776,65,50,8,"Depth, Wide",195.5,7.63
Realme,Android,2022,1036,2170,85.32,Metal,2,1,5.3,WiFi 6,Helio G85,3,128,6.45,AMOLED,90,5721,25,48,8,Other,185.3,7.34
Xiaomi,Android,2025,3305,3398,81.26,Plastic,7,1,5.2,WiFi 5,Dimensity 900,8,64,6.48,AMOLED,120,4590,100,50,32,"Wide, Macro",212.9,8.55
Xiaomi,Android,2020,2027,2930,81.28,Glass,7,2,5.2,WiFi 6,Dimensity 900,8,64,6.65,LCD,60,3870,65,50,8,Other,184.1,9.34
Google,Android,2025,4948,5336,79.7,Glass,3,2,5.2,WiFi 6,Exynos 1380,6,128,6.29,OLED,60,5930,65,108,50,Depth,171.8,7.2
Samsung,Android,2019,2697,4238,85.16,Plastic,5,2,5.3,WiFi 5,Snapdragon 778G,8,64,5.61,AMOLED,60,5597,33,50,16,Other,192.8,8.38
Vivo,Android,2021,3420,3491,86.63,Glass,5,1,5.1,WiFi 5,Exynos 1380,6,256,6.02,LCD,60,5600,65,64,32,Other,186.1,7.66
Sony,Android,2022,3787,4289,76.3,Glass,6,2,5.2,WiFi 6E,Snapdragon 778G,12,64,6.7,OLED,60,4041,33,50,50,Macro,151.1,7.14
Oppo,Android,2019,4015,4783,81.02,Plastic,7,2,5.0,WiFi 6,Dimensity 900,8,128,6.52,OLED,60,4103,45,64,8,"Depth, Wide",204.7,7.56
OnePlus,Android,2021,4105,3625,92.69,Glass,6,2,4.2,WiFi 6E,Dimensity 900,8,256,6.29,LCD,90,5224,33,64,50,Other,203.1,7.49
Google,Android,2020,6454,8606,94.37,Plastic,7,2,5.0,WiFi 6,A17 Bionic,16,128,6.44,AMOLED,120,4040,100,108,50,Depth,186.7,8.34
Sony,Android,2020,2902,2698,75.86,Plastic,6,2,5.1,WiFi 6,Snapdragon 778G,12,128,5.59,LCD,60,4764,45,50,32,"Ultra-Wide, Telephoto",166.5,7.53
Realme,Android,2024,2693,3739,83.49,Metal,2,1,4.2,WiFi 5,Dimensity 900,12,64,6.4,LCD,120,4791,33,64,32,"Depth, Telephoto",202.8,9.41
Vivo,Android,2023,2886,3509,86.34,Metal,2,2,5.3,WiFi 5,Snapdragon 778G,8,128,6.38,LCD,90,4786,45,64,16,"Wide, Depth",175.3,7.07
Apple,iOS,2019,7528,9248,88.11,Plastic,5,1,5.1,WiFi 5,Tensor G3,12,64,6.62,AMOLED,90,3264,18,108,16,"Telephoto, Depth",155.7,7.53
Google,Android,2020,2610,3469,84.41,Glass,3,1,5.3,WiFi 6E,Dimensity 900,6,128,6.01,OLED,60,5277,18,108,50,"Ultra-Wide, Depth",156.5,8.7
Oppo,Android,2020,2465,2542,75.44,Glass,3,1,5.3,WiFi 6E,Dimensity 900,8,128,6.08,LCD,60,6975,18,50,8,Other,195.6,7.53
Apple,iOS,2021,9666,11998,77.48,Metal,3,1,4.2,WiFi 6E,Tensor G3,16,512,6.87,AMOLED,120,3742,100,200,50,"Depth, Wide",216.2,8.68
Realme,Android,2019,2633,2863,89.66,Metal,2,2,5.3,WiFi 6,Dimensity 900,12,64,6.39,LCD,144,3990,65,108,50,Other,198.7,8.27
Realme,Android,2022,1104,797,94.88,Metal,7,1,4.2,WiFi 6E,Snapdragon 680,6,128,5.64,AMOLED,90,5914,25,48,50,"Depth, Macro",189.1,8.01
Oppo,Android,2018,3085,3202,85.26,Metal,4,1,4.2,WiFi 6E,Exynos 1380,8,256,6.04,OLED,120,4296,65,50,50,Other,185.7,9.31
Realme,Android,2025,1487,1709,87.34,Metal,4,2,5.1,WiFi 5,Helio G85,4,512,5.84,AMOLED,144,7513,65,50,50,Other,176.1,8.62
Apple,iOS,2023,9962,12774,94.69,Metal,5,2,5.3,WiFi 6E,A17 Bionic,12,512,6.81,OLED,120,3511,45,108,8,"Ultra-Wide, Depth",179.4,9.27
Apple,iOS,2018,9476,11088,80.63,Plastic,7,2,4.2,WiFi 5,A17 Bionic,16,128,6.72,OLED,120,3728,45,200,32,Ultra-Wide,209.9,9.03
Xiaomi,Android,2023,1699,3161,91.87,Metal,5,1,5.0,WiFi 5,Exynos 1380,12,128,5.72,LCD,60,4560,100,108,32,Telephoto,211.5,8.55
Samsung,Android,2023,4366,5504,79.58,Metal,5,1,4.2,WiFi 6,Snapdragon 778G,6,256,5.56,LCD,90,5497,33,108,8,"Ultra-Wide, Depth",149.3,7.59
Vivo,Android,2024,3284,4855,92.89,Glass,3,2,4.2,WiFi 5,Snapdragon 778G,6,512,6.3,LCD,144,4679,25,50,32,Other,189.9,9.26
Samsung,Android,2023,8494,9959,92.77,Glass,6,2,5.1,WiFi 5,Tensor G3,12,64,6.46,AMOLED,60,4529,25,108,32,Other,230.5,8.89
Samsung,Android,2022,3670,4090,76.22,Glass,5,1,4.2,WiFi 6,Snapdragon 778G,6,128,6.11,LCD,60,4633,18,50,32,Other,161.5,8.33
Xiaomi,Android,2024,1947,1432,79.22,Plastic,7,1,5.1,WiFi 6,Helio G85,6,256,6.58,AMOLED,60,6054,100,13,32,"Telephoto, Wide",188.6,8.72
Oppo,Android,2023,1983,3417,77.59,Metal,5,2,5.3,WiFi 5,Snapdragon 778G,8,128,6.12,OLED,90,4543,45,64,50,"Wide, Telephoto",190.1,8.23
Realme,Android,2023,2332,3475,86.15,Metal,7,1,4.2,WiFi 5,Exynos 1380,8,512,5.65,LCD,90,5059,25,64,32,"Wide, Depth",168.9,7.83
Realme,Android,2020,1128,1518,91.95,Glass,7,2,5.2,WiFi 6E,Snapdragon 680,6,128,5.93,AMOLED,144,5308,25,50,8,Other,192.5,8.78
Realme,Android,2019,2430,2577,87.62,Metal,3,1,5.0,WiFi 6,Dimensity 900,6,64,6.68,LCD,120,5796,45,64,8,"Macro, Ultra-Wide",199.7,8.35
Sony,Android,2019,4943,6792,91.07,Glass,2,1,4.2,WiFi 6E,A17 Bionic,8,256,6.39,OLED,120,4559,65,200,8,Other,160.0,8.1
Google,Android,2021,8721,9743,83.69,Glass,3,2,5.1,WiFi 6E,A17 Bionic,16,128,5.64,OLED,120,5558,25,200,8,"Ultra-Wide, Wide",171.4,8.44
OnePlus,Android,2020,1875,1549,92.02,Glass,3,1,5.0,WiFi 5,Helio G85,3,128,6.02,LCD,144,5915,18,50,16,"Ultra-Wide, Depth",172.9,7.52
Motorola,Android,2020,3343,3928,87.55,Glass,4,2,5.1,WiFi 5,Dimensity 900,8,512,6.16,AMOLED,90,6357,25,108,50,Macro,211.7,9.14
OnePlus,Android,2023,5127,6364,82.14,Metal,3,2,5.2,WiFi 5,A17 Bionic,8,128,6.42,OLED,120,4696,65,50,50,Other,190.2,7.11
Motorola,Android,2020,3471,5162,92.7,Plastic,3,1,4.2,WiFi 5,Dimensity 900,8,128,6.88,AMOLED,90,5291,65,64,50,Other,163.4,8.68
Xiaomi,Android,2021,2615,3086,87.3,Glass,2,2,5.3,WiFi 5,Exynos 1380,6,128,6.33,AMOLED,60,6449,65,50,32,Depth,202.5,8.4
Google,Android,2019,4576,6265,89.2,Metal,6,1,5.0,WiFi 6,Exynos 1380,6,256,5.53,OLED,60,4371,33,50,50,Other,189.1,8.78
Motorola,Android,2022,3403,4335,76.6,Glass,3,2,4.2,WiFi 5,Snapdragon 778G,12,512,6.14,AMOLED,120,4395,100,50,50,"Telephoto, Macro",146.3,7.0
Realme,Android,2019,1487,1228,90.27,Metal,2,1,5.0,WiFi 6,Dimensity 6020,6,128,6.68,LCD,60,5219,65,48,8,"Wide, Ultra-Wide",168.1,8.94
Google,Android,2025,6215,7821,77.48,Plastic,3,2,4.2,WiFi 5,Snapdragon 8 Gen 2,12,64,6.84,OLED,120,4529,33,200,16,Other,191.1,8.05
Samsung,Android,2025,3351,4244,94.85,Glass,4,2,5.1,WiFi 6,Dimensity 900,12,64,6.54,OLED,90,4203,100,64,8,Wide,184.4,9.47
Vivo,Android,2018,1198,1942,79.98,Plastic,3,2,4.2,WiFi 5,Snapdragon 680,6,512,6.04,LCD,60,6683,18,48,32,Macro,180.5,9.42
Oppo,Android,2021,2546,4390,86.74,Metal,4,2,5.0,WiFi 5,Exynos 1380,12,64,5.59,LCD,90,5485,18,108,32,Other,179.2,8.79
OnePlus,Android,2019,4936,5874,79.89,Plastic,2,2,4.2,WiFi 6,Exynos 1380,8,64,5.6,LCD,90,4297,18,108,50,Ultra-Wide,175.3,7.04
Sony,Android,2019,3919,4891,86.11,Metal,2,1,5.1,WiFi 5,Dimensity 900,8,64,5.6,AMOLED,90,4700,18,64,32,Ultra-Wide,187.9,7.98
Google,Android,2022,4731,4853,80.48,Glass,2,2,5.3,WiFi 6,Exynos 1380,8,128,6.19,AMOLED,120,3716,33,108,50,Other,179.1,8.01
Xiaomi,Android,2025,2325,3752,90.88,Glass,3,2,5.2,WiFi 5,Dimensity 900,8,512,6.88,AMOLED,144,6855,45,64,8,Other,196.6,8.61
Apple,iOS,2025,6351,8380,83.5,Glass,5,2,4.2,WiFi 5,Tensor G3,12,128,6.69,OLED,90,3732,45,200,8,Macro,196.4,9.26
OnePlus,Android,2025,2401,4472,91.35,Metal,5,1,5.3,WiFi 6E,Dimensity 900,6,128,6.31,LCD,60,4556,33,64,16,"Telephoto, Depth",183.0,7.97
Motorola,Android,2019,2134,2058,77.28,Metal,7,1,4.2,WiFi 6E,Exynos 1380,8,256,6.88,AMOLED,60,4320,18,108,16,Ultra-Wide,204.7,7.53
Realme,Android,2021,1923,2542,81.54,Metal,6,1,4.2,WiFi 5,Dimensity 6020,6,128,6.35,LCD,120,3511,25,13,32,Other,204.2,8.67
Google,Android,2022,4781,7330,76.9,Plastic,3,1,5.3,WiFi 6E,Tensor G3,12,128,6.85,OLED,144,4228,65,108,16,Other,208.2,8.67
Vivo,Android,2019,1560,2112,90.65,Metal,2,1,5.0,WiFi 6E,Exynos 1380,6,512,6.18,OLED,60,6335,100,64,16,"Depth, Wide",217.6,7.1
Motorola,Android,2024,1423,1479,93.89,Plastic,5,2,5.1,WiFi 6,Helio G85,3,64,6.01,AMOLED,90,5476,18,13,32,"Ultra-Wide, Macro",209.1,8.23
Google,Android,2024,7559,9341,93.75,Metal,2,2,5.1,WiFi 6E,Tensor G3,8,64,5.79,OLED,120,4323,65,200,32,"Ultra-Wide, Depth",168.5,7.3
OnePlus,Android,2019,5715,6563,90.76,Metal,5,2,5.3,WiFi 5,A17 Bionic,8,64,6.51,AMOLED,120,6125,65,50,8,"Macro, Telephoto",175.5,7.11
Apple,iOS,2023,10080,11338,86.34,Glass,2,2,5.0,WiFi 6,Tensor G3,16,256,6.33,OLED,144,3739,18,50,50,Other,203.0,7.9
Xiaomi,Android,2022,1615,3324,76.28,Glass,6,1,5.0,WiFi 5,Helio G85,6,64,5.84,AMOLED,90,5343,25,50,8,"Depth, Macro",162.3,8.92
OnePlus,Android,2021,3227,4301,75.8,Plastic,4,1,5.3,WiFi 6E,Snapdragon 778G,8,128,6.22,OLED,120,5353,25,64,32,Other,178.5,8.57
Realme,Android,2024,1673,2760,75.01,Metal,5,2,5.2,WiFi 6,Snapdragon 778G,12,64,6.35,AMOLED,120,3556,65,64,8,Other,199.0,8.53
Oppo,Android,2024,1314,1529,76.82,Metal,4,2,4.2,WiFi 6E,Helio G85,6,64,6.55,AMOLED,60,4626,18,50,32,Other,184.7,7.26
Google,Android,2021,4048,5152,78.16,Glass,3,2,5.0,WiFi 5,Dimensity 900,12,64,6.22,AMOLED,120,5187,100,64,32,"Depth, Wide",166.3,7.59
Google,Android,2024,7741,9111,78.37,Glass,2,1,5.1,WiFi 6,Tensor G3,8,128,6.73,OLED,120,5427,45,200,16,Depth,191.8,9.44
Google,Android,2022,7993,8244,79.68,Metal,3,2,5.2,WiFi 6,A17 Bionic,12,256,6.29,AMOLED,120,2879,45,200,16,Other,179.4,9.23
Oppo,Android,2022,2614,3160,81.64,Metal,2,2,5.2,WiFi 6,Exynos 1380,8,64,6.65,LCD,90,6504,25,108,8,"Macro, Telephoto",203.2,7.76
Apple,iOS,2020,10193,12652,84.04,Plastic,3,2,5.0,WiFi 6,Tensor G3,12,256,5.62,OLED,144,3486,25,200,32,Macro,157.5,7.61
OnePlus,Android,2018,3656,4994,91.91,Metal,7,2,4.2,WiFi 6E,Exynos 1380,12,128,6.25,AMOLED,60,4549,33,50,50,Other,198.2,7.46
Google,Android,2022,3641,4243,82.44,Metal,7,2,4.2,WiFi 6E,Exynos 1380,12,128,6.56,LCD,60,5282,33,64,50,"Macro, Wide",161.9,8.05
Samsung,Android,2020,5009,5581,76.88,Metal,7,1,5.0,WiFi 6,Dimensity 900,8,256,6.76,AMOLED,90,4729,33,108,50,"Ultra-Wide, Depth",158.3,7.53
Google,Android,2024,7645,9040,85.79,Metal,4,1,5.1,WiFi 6,Snapdragon 8 Gen 2,12,64,6.63,OLED,90,5225,25,50,16,Other,185.5,8.84
Google,Android,2020,6673,7204,81.25,Plastic,2,1,5.0,WiFi 6,Tensor G3,12,64,6.84,OLED,120,5633,100,108,50,Telephoto,184.9,8.14
Motorola,Android,2018,1478,1995,75.38,Metal,2,1,4.2,WiFi 6,Dimensity 6020,3,128,5.74,OLED,60,4508,18,13,8,"Telephoto, Depth",196.1,8.81
Realme,Android,2020,189,1319,85.46,Plastic,6,1,5.3,WiFi 6E,Helio G85,3,64,6.56,AMOLED,60,4516,45,50,16,"Ultra-Wide, Telephoto",189.1,8.53
OnePlus,Android,2021,5820,5367,82.54,Plastic,6,2,4.2,WiFi 6E,Exynos 1380,8,64,6.72,AMOLED,120,5553,18,108,50,"Ultra-Wide, Telephoto",220.1,9.14
Apple,iOS,2025,6904,8949,88.4,Plastic,6,1,5.3,WiFi 5,A17 Bionic,16,128,6.08,LCD,60,3262,25,108,8,Other,202.4,9.45
Samsung,Android,2022,4692,5074,91.95,Metal,5,2,5.3,WiFi 5,Snapdragon 778G,8,64,5.99,LCD,120,5499,18,50,16,"Depth, Ultra-Wide",205.5,8.35
Xiaomi,Android,2021,2178,1553,93.73,Glass,2,1,5.2,WiFi 5,Dimensity 6020,3,128,6.58,LCD,90,4940,45,48,32,"Depth, Ultra-Wide",198.2,9.44
Google,Android,2019,6896,7627,89.25,Plastic,7,2,4.2,WiFi 6E,A17 Bionic,16,128,5.86,OLED,120,4864,45,108,32,Wide,185.0,7.22
Sony,Android,2019,5094,5975,88.64,Glass,4,2,5.0,WiFi 5,Exynos 1380,12,128,6.02,AMOLED,60,5497,25,50,50,Wide,237.0,7.08
Oppo,Android,2022,4034,4988,89.53,Plastic,5,1,5.1,WiFi 5,Snapdragon 778G,6,64,5.9,AMOLED,60,5075,33,64,8,Macro,205.0,9.48
Samsung,Android,2019,5625,5414,75.67,Glass,3,1,5.1,WiFi 5,Dimensity 900,6,128,6.48,OLED,60,4441,100,50,32,Other,152.3,8.05
Xiaomi,Android,2019,3313,5220,93.27,Metal,3,2,5.0,WiFi 6E,Snapdragon 778G,12,128,6.25,LCD,60,4213,45,50,32,Other,199.7,9.02
Realme,Android,2024,1793,1686,88.83,Metal,2,2,4.2,WiFi 6,Snapdragon 680,6,64,6.01,LCD,60,5389,45,50,16,"Wide, Macro",202.7,8.7
Xiaomi,Android,2019,2422,1695,85.15,Glass,4,1,4.2,WiFi 6,Helio G85,4,64,5.54,LCD,60,5138,45,50,32,"Ultra-Wide, Telephoto",162.4,8.7
Samsung,Android,2024,6899,7736,84.81,Plastic,7,1,5.2,WiFi 5,Tensor G3,8,512,5.93,OLED,90,4074,25,200,32,Other,179.6,8.66
Sony,Android,2023,2665,2690,85.46,Plastic,6,1,4.2,WiFi 5,Dimensity 900,6,64,6.58,LCD,90,4827,18,50,16,Macro,202.3,7.67
Xiaomi,Android,2018,885,0,76.9,Glass,5,2,5.2,WiFi 5,Dimensity 6020,4,128,6.05,AMOLED,120,6050,18,13,16,"Telephoto, Macro",193.5,9.29
Motorola,Android,2023,3335,4598,88.23,Metal,7,2,4.2,WiFi 6E,Exynos 1380,8,128,6.74,AMOLED,90,5514,45,64,16,"Wide, Ultra-Wide",197.5,7.13
Xiaomi,Android,2020,597,1573,77.7,Glass,2,1,5.3,WiFi 6,Helio G85,3,128,5.7,AMOLED,60,4909,18,48,8,"Ultra-Wide, Telephoto",184.8,9.11
Realme,Android,2025,854,1472,83.69,Metal,7,1,5.1,WiFi 6,Snapdragon 680,6,128,6.37,AMOLED,120,5653,100,48,8,Other,191.0,8.35
Oppo,Android,2021,2163,2563,81.23,Plastic,3,2,5.0,WiFi 5,Dimensity 6020,4,64,5.93,AMOLED,60,5653,25,48,32,"Ultra-Wide, Wide",222.0,7.46
Samsung,Android,2021,4815,6186,85.54,Glass,3,2,5.2,WiFi 6E,Snapdragon 778G,8,64,6.61,LCD,90,5025,18,50,16,"Depth, Wide",205.4,8.75
Samsung,Android,2018,5805,7105,85.27,Plastic,4,1,5.2,WiFi 5,Snapdragon 8 Gen 2,8,128,6.02,OLED,144,6437,33,50,8,Ultra-Wide,191.3,7.05
Motorola,Android,2018,2256,2979,79.9,Plastic,3,2,5.3,WiFi 6,Snapdragon 778G,12,64,6.83,LCD,144,5301,65,50,8,Telephoto,184.9,8.45
Xiaomi,Android,2023,2507,3016,78.46,Plastic,2,2,5.3,WiFi 6,Snapdragon 778G,8,256,5.8,OLED,90,4652,18,108,16,Other,188.5,7.22
Google,Android,2021,6701,10072,85.55,Plastic,2,2,5.3,WiFi 6,Tensor G3,16,64,6.59,OLED,120,4581,45,200,16,Wide,210.9,7.92
Vivo,Android,2024,2377,2334,82.68,Glass,4,1,5.0,WiFi 5,Dimensity 900,8,512,5.72,AMOLED,144,5528,18,64,32,"Depth, Wide",187.1,7.68
Apple,iOS,2021,12275,15251,76.29,Glass,2,2,5.3,WiFi 6E,Tensor G3,16,64,6.34,OLED,144,4049,25,50,32,Telephoto,178.0,9.22
OnePlus,Android,2023,6175,8013,81.16,Glass,7,2,5.1,WiFi 6E,Snapdragon 8 Gen 2,16,128,6.71,OLED,120,5067,25,200,50,Other,198.1,8.21
Oppo,Android,2022,702,1874,88.71,Glass,3,2,5.2,WiFi 6E,Dimensity 6020,3,128,5.84,AMOLED,60,3239,18,48,32,Macro,162.3,9.21
Samsung,Android,2022,4919,6997,93.02,Metal,3,2,4.2,WiFi 5,A17 Bionic,12,256,6.73,OLED,90,4179,45,200,50,"Telephoto, Depth",176.8,7.65
Xiaomi,Android,2019,3129,4085,91.57,Metal,3,1,5.3,WiFi 5,Exynos 1380,12,128,5.54,LCD,144,4705,33,50,16,Other,206.1,9.24
Vivo,Android,2024,3215,4349,83.19,Glass,5,2,5.3,WiFi 6E,Dimensity 900,8,128,5.66,OLED,120,4937,45,64,8,Other,235.6,8.63
Samsung,Android,2021,3156,3945,85.89,Glass,6,2,4.2,WiFi 6,Dimensity 900,6,128,6.21,LCD,144,4417,33,64,32,Other,219.2,7.84
Sony,Android,2024,4366,5122,93.75,Metal,5,2,5.3,WiFi 5,Snapdragon 778G,12,128,5.88,LCD,60,4646,45,50,8,"Ultra-Wide, Wide",213.6,8.87
Google,Android,2025,3608,4481,76.86,Glass,3,1,4.2,WiFi 6,Dimensity 900,12,64,6.27,AMOLED,60,4949,25,108,50,Other,221.1,8.67
Apple,iOS,2021,7276,10195,78.79,Glass,7,1,4.2,WiFi 5,A17 Bionic,12,128,6.14,OLED,120,3064,45,108,8,Other,208.9,9.33
Vivo,Android,2024,1695,2084,85.18,Glass,3,2,5.2,WiFi 6,Exynos 1380,12,128,6.28,AMOLED,90,4064,18,50,50,Telephoto,171.1,7.77
Vivo,Android,2025,1897,1312,75.67,Plastic,2,1,5.3,WiFi 6E,Helio G85,4,256,6.34,LCD,120,6123,65,13,16,Other,176.1,7.82
Vivo,Android,2019,257,0,80.3,Metal,3,2,4.2,WiFi 6,Helio G85,4,128,6.5,AMOLED,60,3586,18,13,8,"Ultra-Wide, Depth",145.5,8.68
Realme,Android,2021,1966,3054,91.93,Metal,2,1,4.2,WiFi 6E,Snapdragon 778G,12,64,6.41,LCD,60,6047,33,108,8,Depth,185.4,7.72
