brand,os,price,launch_year,gpu_score,cpu_score,screen_to_body_ratio,build_material,colors_available,warranty_years,bluetooth_version,wifi_version,chipset,ram_gb,storage_gb,display_size_inch,display_type,refresh_rate_hz,battery_mah,fast_charging_w,rear_camera_mp,front_camera_mp,camera_setup,weight_g,thickness_mm,gpu_per_cpu
Sony,Android,523.31,2022,4394,4328,81.12,Plastic,6,1,4.2,WiFi 6E,Dimensity 900,8,64,6.32,OLED,60,5076,65,50,8,"Telephoto, Wide",178.1,7.69,1.015249537892791
Xiaomi,Android,468.56,2021,4227,4636,81.19,Metal,6,1,5.3,WiFi 6,Dimensity 900,12,64,6.84,LCD,120,4439,45,64,8,Telephoto,203.6,9.3,0.9117773943054357
Xiaomi,Android,327.64,2019,2416,2778,92.82,Metal,4,1,4.2,WiFi 5,Dimensity 900,6,128,5.63,LCD,60,6086,18,108,50,Other,182.9,8.36,0.8696904247660188
Oppo,Android,412.38,2024,3424,3235,83.1,Glass,3,2,5.3,WiFi 6,Snapdragon 778G,12,128,5.93,AMOLED,144,5296,25,50,8,Macro,201.7,7.41,1.0584234930448222
OnePlus,Android,366.78,2024,2392,3800,81.12,Plastic,3,2,5.2,WiFi 6,Exynos 1380,6,64,6.53,AMOLED,60,4479,25,64,16,"Wide, Ultra-Wide",202.4,8.29,0.6294736842105263
Vivo,Android,325.7,2021,2146,3243,75.17,Glass,4,2,5.1,WiFi 6,Exynos 1380,8,128,6.75,OLED,120,5268,18,64,32,"Wide, Depth",185.9,7.86,0.6617329633055813
Samsung,Android,642.18,2023,4707,5298,79.92,Glass,7,2,5.0,WiFi 6E,Dimensity 900,6,128,5.86,OLED,90,4456,25,64,32,"Telephoto, Macro",131.7,8.1,0.8884484711211778
Motorola,Android,420.36,2018,3100,3742,79.41,Glass,5,1,5.0,WiFi 6,Dimensity 900,12,128,6.22,LCD,144,4012,33,64,8,Ultra-Wide,209.2,8.62,0.8284339925173704
Google,Android,619.93,2022,4827,5956,80.78,Metal,6,1,5.1,WiFi 5,Exynos 1380,8,64,5.67,AMOLED,120,4230,18,64,16,"Ultra-Wide, Telephoto",196.5,7.09,0.8104432505036937
Realme,Android,243.93,2018,268,2337,90.07,Glass,5,2,5.0,WiFi 5,Helio G85,4,512,6.5,OLED,90,5270,25,13,8,"Ultra-Wide, Macro",180.5,9.15,0.11467693624304665
Motorola,Android,365.97,2022,3270,3129,81.77,Plastic,3,1,4.2,WiFi 5,Dimensity 900,6,256,5.68,OLED,90,4840,18,50,8,Depth,169.4,8.27,1.0450623202301055
OnePlus,Android,697.5,2022,5354,6377,82.05,Glass,4,1,5.3,WiFi 6,Snapdragon 8 Gen 2,16,128,6.27,AMOLED,120,4920,25,200,50,Other,197.5,7.19,0.8395797396895092
Xiaomi,Android,218.07,2022,1681,2624,84.43,Glass,4,2,5.3,WiFi 6E,Snapdragon 680,6,128,5.78,LCD,60,5089,45,48,50,"Ultra-Wide, Wide",192.1,8.67,0.640625
Realme,Android,291.26,2018,2780,2255,85.16,Metal,7,2,5.2,WiFi 6,Dimensity 900,8,64,5.92,LCD,60,4939,33,108,8,Wide,156.3,7.13,1.2328159645232817
OnePlus,Android,453.09,2025,3182,3714,82.47,Plastic,6,2,5.2,WiFi 6E,Dimensity 900,6,256,5.79,LCD,120,5599,45,50,50,"Telephoto, Wide",186.5,7.79,0.8567582121701669
Google,Android,977.0,2024,7054,9377,77.41,Glass,7,1,5.3,WiFi 5,Snapdragon 8 Gen 2,16,128,6.43,AMOLED,90,5001,33,108,8,Other,225.3,7.22,0.7522661832142477
OnePlus,Android,478.65,2024,3109,5185,75.35,Metal,4,1,4.2,WiFi 6,Snapdragon 778G,12,64,6.66,AMOLED,120,4266,33,50,50,Other,203.4,8.13,0.5996142719382835
Motorola,Android,166.52,2020,1974,1313,93.01,Metal,6,2,5.1,WiFi 6E,Helio G85,3,256,6.31,AMOLED,60,5154,33,13,50,Telephoto,237.8,9.38,1.5034272658035035
Samsung,Android,632.6,2024,4983,5438,87.91,Metal,7,2,5.1,WiFi 6,Snapdragon 778G,6,64,6.69,OLED,90,3909,65,108,8,Other,204.5,8.66,0.9163295329165134
Motorola,Android,223.78,2021,1821,2087,84.31,Metal,3,2,4.2,WiFi 6,Helio G85,4,128,6.61,AMOLED,144,5238,18,48,8,Other,232.1,7.52,0.8725443219932918
Motorola,Android,315.48,2019,2102,2889,81.95,Glass,2,1,5.0,WiFi 6E,Dimensity 900,12,512,6.72,AMOLED,120,5625,18,64,32,Other,165.3,8.08,0.7275874004845967
Oppo,Android,345.76,2024,2629,3441,94.67,Metal,2,2,5.1,WiFi 6E,Snapdragon 778G,6,128,6.0,AMOLED,144,4737,33,108,8,Other,179.0,7.75,0.7640220866027317
Sony,Android,692.54,2020,5285,5408,94.59,Plastic,2,1,5.0,WiFi 6,Snapdragon 8 Gen 2,8,64,5.59,OLED,60,4660,65,108,32,Other,211.2,7.02,0.9772559171597633
Samsung,Android,489.71,2024,3537,5283,81.03,Metal,4,1,4.2,WiFi 6,Exynos 1380,6,128,5.98,AMOLED,90,3994,45,64,50,Other,186.4,8.26,0.6695059625212947
Sony,Android,440.94,2023,3083,4914,91.36,Metal,2,1,5.0,WiFi 5,Dimensity 900,12,256,6.57,LCD,60,5232,18,108,50,Other,179.9,7.28,0.6273911273911273
Motorola,Android,399.34,2020,2642,4166,87.93,Plastic,4,2,5.2,WiFi 6E,Dimensity 900,12,64,6.51,LCD,120,3920,33,64,32,"Ultra-Wide, Telephoto",183.8,7.8,0.6341814690350456
Xiaomi,Android,382.99,2025,2461,3200,81.78,Plastic,2,2,5.0,WiFi 6,Snapdragon 778G,6,64,6.62,OLED,90,4207,33,108,50,Other,170.2,7.96,0.7690625
OnePlus,Android,365.13,2018,1917,3054,86.16,Plastic,5,1,5.1,WiFi 5,Snapdragon 778G,6,512,6.63,AMOLED,60,4845,18,50,16,Other,200.8,8.1,0.6277013752455796
Vivo,Android,598.51,2019,3646,5125,84.35,Plastic,5,1,5.3,WiFi 6E,Exynos 1380,8,128,6.63,LCD,60,5639,18,108,8,"Macro, Wide",156.0,7.69,0.7114146341463414
Sony,Android,561.03,2025,3644,5417,94.36,Plastic,3,1,5.0,WiFi 6,Dimensity 900,6,64,6.81,OLED,120,7057,100,64,16,Other,145.0,7.49,0.6726970647960125
Google,Android,745.14,2024,4931,6348,80.7,Glass,7,2,5.0,WiFi 5,Snapdragon 8 Gen 2,16,64,5.96,OLED,90,5191,18,200,32,Wide,204.7,8.33,0.7767800882167611
Realme,Android,187.85,2018,975,1480,82.59,Metal,5,2,5.2,WiFi 6E,Helio G85,4,128,6.75,OLED,60,4383,25,50,32,Other,154.5,7.89,0.6587837837837838
Motorola,Android,227.59,2022,1455,2670,85.82,Plastic,2,1,5.1,WiFi 5,Helio G85,4,128,5.57,AMOLED,60,4360,33,48,50,"Ultra-Wide, Macro",211.1,9.21,0.5449438202247191
Motorola,Android,254.4,2018,2561,1852,78.19,Glass,2,2,5.1,WiFi 6,Dimensity 6020,4,128,6.69,LCD,60,3786,18,50,50,Other,164.9,7.88,1.382829373650108
Motorola,Android,375.88,2021,2595,3825,86.82,Metal,2,2,5.0,WiFi 6,Exynos 1380,8,256,5.53,LCD,144,5600,25,50,50,"Ultra-Wide, Depth",173.0,7.19,0.6784313725490196
Realme,Android,226.61,2025,1786,2624,75.18,Metal,6,2,5.0,WiFi 6E,Helio G85,4,128,6.28,AMOLED,90,6594,33,50,16,Wide,171.1,7.46,0.680640243902439
Motorola,Android,140.16,2022,397,1264,90.05,Glass,3,2,5.0,WiFi 6E,Dimensity 6020,6,128,6.24,OLED,120,4804,45,13,8,Telephoto,186.4,8.75,0.31408227848101267
Samsung,Android,926.05,2021,6851,7821,92.74,Metal,6,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,8,128,6.42,AMOLED,90,5261,33,108,50,"Wide, Macro",214.8,8.84,0.8759749392660785
Sony,Android,426.47,2023,3376,4222,77.07,Plastic,2,1,5.2,WiFi 6E,Exynos 1380,8,64,6.56,AMOLED,120,4738,25,64,32,"Depth, Wide",200.7,7.34,0.7996210326859309
Motorola,Android,78.38,2018,367,1591,80.13,Glass,2,2,5.3,WiFi 6,Snapdragon 680,3,256,6.43,AMOLED,120,3557,18,50,32,Wide,195.3,9.03,0.23067253299811438
Realme,Android,254.16,2022,760,2264,87.79,Plastic,5,2,5.2,WiFi 5,Helio G85,4,256,6.35,AMOLED,60,5270,25,48,50,"Ultra-Wide, Macro",170.1,9.37,0.33568904593639576
Realme,Android,186.34,2020,515,1784,84.1,Glass,6,1,5.1,WiFi 6E,Snapdragon 680,3,256,6.54,AMOLED,60,5133,33,50,8,Telephoto,172.4,9.48,0.288677130044843
OnePlus,Android,484.52,2024,3895,4360,75.48,Glass,6,2,5.2,WiFi 5,Snapdragon 778G,6,128,6.02,AMOLED,90,5882,18,50,8,Macro,218.8,8.32,0.893348623853211
Realme,Android,80.11,2019,633,1358,92.22,Plastic,2,2,5.3,WiFi 5,Helio G85,6,256,6.18,AMOLED,60,4287,45,48,8,"Ultra-Wide, Wide",202.6,7.25,0.46612665684830634
Samsung,Android,726.44,2023,5444,6610,88.98,Glass,3,1,5.3,WiFi 6E,A17 Bionic,8,128,6.45,AMOLED,60,4938,100,50,8,Wide,193.9,9.25,0.8236006051437217
Realme,Android,257.88,2022,1588,2944,89.42,Glass,4,2,5.0,WiFi 6,Snapdragon 680,3,256,5.8,AMOLED,90,5130,100,50,8,Other,168.7,9.09,0.5394021739130435
Sony,Android,281.77,2019,2785,2689,89.71,Metal,6,2,4.2,WiFi 6E,Snapdragon 778G,12,256,5.91,OLED,120,6222,100,50,50,Other,179.9,8.76,1.03570100409074
Samsung,Android,670.77,2019,5154,5633,93.08,Glass,6,1,4.2,WiFi 6E,A17 Bionic,12,64,5.67,OLED,120,6272,33,50,32,Ultra-Wide,178.6,9.13,0.9149653825670158
Realme,Android,196.97,2022,1719,1390,85.29,Plastic,2,2,5.0,WiFi 6,Snapdragon 680,3,128,6.75,AMOLED,144,4939,45,48,8,Other,223.2,7.11,1.2366906474820143
Xiaomi,Android,357.03,2018,2659,4185,80.45,Metal,2,2,4.2,WiFi 5,Exynos 1380,8,128,5.54,AMOLED,120,6166,18,64,16,"Ultra-Wide, Telephoto",180.7,8.44,0.6353643966547192
Oppo,Android,231.9,2022,1674,1848,89.15,Metal,4,2,5.2,WiFi 6E,Snapdragon 680,6,64,6.17,LCD,60,4455,25,48,32,"Depth, Macro",152.4,9.31,0.9058441558441559
Oppo,Android,382.21,2024,2438,3435,89.38,Glass,7,1,4.2,WiFi 5,Dimensity 900,6,512,5.68,AMOLED,120,5039,33,64,8,Other,209.9,8.4,0.7097525473071324
Xiaomi,Android,271.27,2024,613,1873,82.25,Metal,5,2,4.2,WiFi 6E,Dimensity 900,8,512,5.78,LCD,120,4212,25,50,16,"Telephoto, Macro",201.4,7.29,0.32728243459690337
Oppo,Android,253.23,2025,1551,2839,84.91,Glass,3,2,5.3,WiFi 5,Dimensity 6020,3,256,5.55,AMOLED,90,4915,33,50,32,Ultra-Wide,214.8,8.7,0.5463191264529764
Oppo,Android,274.26,2024,2755,2564,83.83,Glass,4,2,5.3,WiFi 6,Exynos 1380,12,128,6.36,OLED,60,3824,25,64,32,Depth,183.2,8.28,1.0744929797191887
OnePlus,Android,730.51,2018,5415,6544,77.26,Plastic,6,1,5.0,WiFi 6,A17 Bionic,16,128,6.45,OLED,120,3939,45,200,50,Other,138.1,7.09,0.8274755501222494
Vivo,Android,235.99,2022,1618,2173,80.41,Glass,6,1,5.1,WiFi 6E,Dimensity 6020,4,64,5.55,OLED,60,4926,33,13,16,Macro,168.4,8.05,0.7445927289461574
Xiaomi,Android,67.06,2024,972,314,80.44,Plastic,3,2,5.1,WiFi 6,Snapdragon 680,6,64,5.88,LCD,90,5767,18,48,50,Telephoto,212.6,9.05,3.0955414012738856
Google,Android,1030.6,2018,7364,10223,78.66,Plastic,2,2,5.2,WiFi 6E,Tensor G3,16,256,6.59,AMOLED,144,4473,33,108,32,Macro,191.0,8.86,0.7203364961361636
Apple,iOS,934.68,2021,6881,9110,89.96,Metal,2,2,5.1,WiFi 6,A17 Bionic,12,128,6.52,OLED,144,3457,65,200,8,"Depth, Macro",199.1,9.13,0.7553238199780461
Sony,Android,320.65,2019,1489,3154,77.41,Glass,6,1,5.0,WiFi 6,Exynos 1380,8,256,6.89,AMOLED,144,4968,18,64,8,Depth,187.7,8.3,0.4720989220038047
Realme,Android,185.83,2018,1208,1586,76.13,Metal,2,1,5.1,WiFi 5,Dimensity 6020,6,256,5.68,AMOLED,90,3876,45,13,32,Telephoto,124.9,9.01,0.7616645649432535
Samsung,Android,510.86,2025,3963,4843,91.09,Glass,6,1,4.2,WiFi 6,Dimensity 900,6,128,5.5,OLED,60,6127,33,108,16,Other,180.3,9.03,0.8182944455915755
OnePlus,Android,336.09,2021,3140,3378,76.71,Metal,4,2,5.2,WiFi 6E,Dimensity 900,12,256,6.38,LCD,120,3604,45,50,32,Other,171.6,8.99,0.9295441089402013
Xiaomi,Android,434.65,2019,3129,4085,91.57,Metal,3,1,5.3,WiFi 5,Exynos 1380,12,128,5.54,LCD,144,4705,33,50,16,Other,206.1,9.24,0.7659730722154223
OnePlus,Android,174.66,2019,1611,1819,76.96,Plastic,7,2,5.1,WiFi 5,Dimensity 6020,6,128,5.68,AMOLED,60,4427,65,13,16,Macro,188.1,8.07,0.88565145684442
Motorola,Android,400.17,2022,2852,2809,94.12,Plastic,7,2,5.1,WiFi 6E,Dimensity 900,6,128,5.59,AMOLED,90,5648,33,64,32,"Telephoto, Macro",235.8,7.4,1.0153079387682449
OnePlus,Android,867.45,2020,6114,8517,88.96,Plastic,2,1,5.1,WiFi 5,Tensor G3,16,256,6.69,AMOLED,60,5003,25,200,32,Wide,188.2,7.12,0.7178584008453681
Google,Android,1166.49,2024,7760,10964,75.31,Plastic,5,2,5.2,WiFi 5,A17 Bionic,12,64,5.89,OLED,120,5301,100,108,32,Other,194.2,7.51,0.70777088653776
Vivo,Android,280.97,2021,2482,2708,80.76,Plastic,4,2,5.1,WiFi 6E,Exynos 1380,12,64,6.22,LCD,60,4747,33,64,8,Other,195.4,9.49,0.9165435745937962
OnePlus,Android,697.31,2023,5141,6686,76.32,Metal,7,2,5.2,WiFi 6E,Snapdragon 8 Gen 2,8,128,6.39,OLED,60,6147,33,108,50,Other,195.7,8.84,0.7689201316183069
Apple,iOS,934.23,2021,7420,8930,75.19,Metal,6,1,5.3,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.83,AMOLED,90,3308,100,50,16,Other,172.5,7.73,0.8309070548712206
Google,Android,1015.76,2024,8698,9013,87.09,Metal,6,2,5.3,WiFi 5,Snapdragon 8 Gen 2,8,128,6.78,OLED,90,5961,18,50,50,"Macro, Ultra-Wide",190.2,8.08,0.9650504826361922
Samsung,Android,1470.36,2024,10877,13486,77.87,Plastic,5,1,5.3,WiFi 6E,A17 Bionic,8,128,6.25,AMOLED,90,4860,33,200,50,Other,210.0,7.03,0.8065401156755153
Vivo,Android,231.66,2025,2062,2393,76.28,Plastic,5,1,4.2,WiFi 5,Helio G85,4,64,6.03,LCD,144,4103,25,48,8,"Macro, Depth",143.3,8.26,0.8616798997074802
Vivo,Android,174.16,2021,1077,2152,79.27,Glass,2,2,5.3,WiFi 6,Dimensity 6020,6,512,6.05,LCD,60,6353,33,48,8,"Depth, Telephoto",220.9,8.26,0.5004646840148699
Oppo,Android,373.84,2019,2099,2924,75.46,Metal,3,1,5.0,WiFi 5,Exynos 1380,8,256,5.97,LCD,60,4467,65,50,8,"Depth, Wide",214.3,8.18,0.7178522571819426
Xiaomi,Android,169.94,2023,2066,1260,85.23,Metal,6,1,5.3,WiFi 5,Dimensity 6020,3,256,5.98,AMOLED,120,3564,33,50,50,Other,211.7,7.32,1.6396825396825396
Vivo,Android,314.73,2020,2213,2841,93.34,Glass,4,1,5.1,WiFi 6E,Exynos 1380,12,128,6.17,LCD,60,5094,45,108,16,Other,176.1,8.54,0.7789510735656459
Vivo,Android,428.59,2021,2528,3837,75.56,Glass,3,2,4.2,WiFi 5,Dimensity 900,12,256,6.87,AMOLED,60,4667,33,50,50,"Macro, Wide",173.2,9.28,0.6588480583789419
Sony,Android,516.93,2024,3272,4639,90.24,Glass,6,1,5.2,WiFi 6,Dimensity 900,12,64,5.74,AMOLED,90,4442,65,64,50,"Telephoto, Ultra-Wide",194.9,9.16,0.705324423367105
OnePlus,Android,601.76,2018,4552,6593,84.17,Plastic,4,2,5.3,WiFi 6E,Exynos 1380,6,64,6.1,AMOLED,90,3772,25,50,8,Other,221.2,7.83,0.6904292431366601
Sony,Android,595.87,2023,3234,5783,86.54,Glass,6,2,5.0,WiFi 5,Snapdragon 778G,12,128,5.9,LCD,60,3993,65,108,32,"Wide, Macro",207.6,8.41,0.5592253155801488
Motorola,Android,315.8,2019,1207,3094,89.82,Metal,2,1,5.3,WiFi 6E,Snapdragon 778G,8,512,5.91,LCD,144,4188,33,50,50,Other,211.0,7.45,0.3901098901098901
Oppo,Android,523.73,2022,3964,4661,86.25,Metal,4,2,5.2,WiFi 6E,Exynos 1380,6,128,6.72,LCD,90,6244,33,108,16,Ultra-Wide,192.3,7.88,0.8504612744046341
Xiaomi,Android,348.42,2024,1955,3239,77.52,Glass,6,1,4.2,WiFi 5,Dimensity 900,6,128,5.85,AMOLED,120,6160,25,64,8,Macro,187.5,7.43,0.6035813522692189
Xiaomi,Android,247.24,2025,3105,1606,91.86,Plastic,7,2,5.1,WiFi 6,Dimensity 6020,6,64,6.58,AMOLED,90,6800,100,13,8,"Ultra-Wide, Telephoto",213.0,7.28,1.9333748443337484
Google,Android,796.39,2022,5550,7783,76.11,Metal,7,2,5.1,WiFi 6E,A17 Bionic,16,128,5.84,OLED,120,3668,33,50,50,Wide,207.7,8.47,0.713092637800334
Sony,Android,432.43,2025,4267,4169,82.62,Plastic,2,2,5.2,WiFi 5,Snapdragon 778G,12,64,5.93,AMOLED,60,4471,65,108,32,"Wide, Macro",179.7,7.83,1.0235068361717439
Realme,Android,285.96,2025,2579,2726,87.04,Metal,2,2,5.1,WiFi 5,Exynos 1380,6,128,6.3,AMOLED,90,4944,33,50,8,Other,190.4,8.26,0.9460748349229641
Samsung,Android,853.05,2018,6421,8891,86.72,Glass,3,1,5.0,WiFi 6E,Snapdragon 8 Gen 2,16,256,6.04,AMOLED,120,6585,33,200,16,"Depth, Wide",181.1,8.51,0.7221909796423349
Oppo,Android,432.8,2024,2025,4339,78.61,Metal,5,1,4.2,WiFi 6E,Exynos 1380,12,128,6.42,OLED,60,4596,65,50,16,"Depth, Telephoto",192.6,9.37,0.466697395713298
Motorola,Android,246.66,2025,2094,1503,88.93,Glass,7,2,5.0,WiFi 6E,Snapdragon 680,3,128,5.87,AMOLED,90,5072,33,13,8,Other,205.8,7.71,1.3932135728542914
Google,Android,631.56,2022,4120,6712,76.56,Glass,6,2,5.1,WiFi 6,Dimensity 900,8,256,5.93,OLED,60,4493,33,50,16,Other,229.6,9.27,0.6138259833134684
OnePlus,Android,331.77,2018,2779,3169,88.43,Plastic,3,2,5.3,WiFi 6,Snapdragon 778G,8,128,6.8,LCD,90,5164,25,108,8,Telephoto,174.5,7.76,0.8769327863679394
OnePlus,Android,124.15,2019,911,1039,91.87,Plastic,4,1,5.0,WiFi 5,Dimensity 6020,6,64,6.05,AMOLED,90,4196,25,48,8,Other,215.3,7.69,0.8768046198267565
Motorola,Android,240.01,2023,1738,2806,83.08,Metal,4,1,4.2,WiFi 6,Snapdragon 680,4,128,5.68,AMOLED,60,4412,33,48,8,Other,162.0,8.3,0.6193870277975766
Sony,Android,700.16,2019,5301,7273,86.8,Plastic,6,1,4.2,WiFi 6,A17 Bionic,12,128,5.83,OLED,144,5380,25,108,32,Other,207.3,9.3,0.7288601677437097
OnePlus,Android,673.75,2024,4140,6076,80.96,Metal,2,2,4.2,WiFi 6E,Tensor G3,12,64,5.81,OLED,120,6481,25,50,50,"Telephoto, Ultra-Wide",181.6,9.37,0.6813693219223174
Motorola,Android,356.32,2022,2336,3530,94.32,Plastic,3,2,5.2,WiFi 6E,Snapdragon 778G,12,128,5.74,LCD,90,5599,18,50,50,"Ultra-Wide, Telephoto",149.7,8.2,0.6617563739376771
Oppo,Android,456.32,2018,3677,3923,81.78,Plastic,6,1,5.1,WiFi 6E,Dimensity 900,12,512,6.68,AMOLED,60,5307,100,64,8,Depth,218.6,8.6,0.937292888095845
Samsung,Android,117.43,2025,780,1127,76.66,Glass,6,1,5.2,WiFi 5,Snapdragon 680,6,64,6.57,AMOLED,60,6478,65,13,32,Other,187.9,8.96,0.6921029281277729
OnePlus,Android,254.51,2021,2754,2472,91.77,Metal,7,1,5.0,WiFi 6E,Dimensity 6020,3,128,6.75,LCD,144,4767,45,50,16,"Depth, Ultra-Wide",198.9,8.78,1.1140776699029127
OnePlus,Android,776.56,2024,6271,7820,91.62,Plastic,6,2,4.2,WiFi 6E,Snapdragon 8 Gen 2,16,64,6.02,OLED,120,6311,25,50,16,"Macro, Wide",151.5,7.45,0.8019181585677749
Sony,Android,383.92,2024,2537,3414,84.46,Plastic,6,2,4.2,WiFi 5,Snapdragon 778G,6,512,5.67,LCD,60,3655,65,50,16,"Ultra-Wide, Depth",180.0,8.45,0.7431165787932045
Oppo,Android,351.42,2020,1912,3925,87.07,Glass,2,1,5.1,WiFi 6E,Exynos 1380,8,256,6.43,LCD,90,4516,33,50,16,Ultra-Wide,244.3,8.87,0.48713375796178343
Sony,Android,266.07,2023,1639,2713,93.24,Metal,5,1,4.2,WiFi 5,Snapdragon 680,4,256,6.81,LCD,144,4586,65,48,32,Depth,187.0,8.56,0.6041282712863988
Samsung,Android,869.71,2022,6662,8382,93.0,Metal,4,1,5.3,WiFi 6,A17 Bionic,8,64,6.56,OLED,144,5727,33,50,16,Other,188.2,8.32,0.7947983774755428
Sony,Android,408.16,2019,4026,4037,87.67,Glass,2,1,5.1,WiFi 6,Dimensity 900,6,64,5.65,AMOLED,60,4849,100,108,32,Other,146.6,7.6,0.997275204359673
Vivo,Android,347.65,2022,2546,2581,84.89,Plastic,5,2,5.1,WiFi 5,Snapdragon 778G,6,64,5.65,AMOLED,60,6867,65,108,16,"Macro, Depth",184.9,9.29,0.9864393645873692
Vivo,Android,313.94,2024,1619,3398,75.37,Plastic,4,2,5.3,WiFi 5,Dimensity 900,6,64,5.82,AMOLED,90,5105,45,64,32,"Ultra-Wide, Wide",212.5,8.35,0.4764567392583873
Sony,Android,368.52,2019,2043,4330,82.59,Plastic,6,2,5.1,WiFi 6E,Exynos 1380,12,128,6.87,LCD,60,5691,65,50,50,"Ultra-Wide, Wide",193.0,7.23,0.471824480369515
Vivo,Android,351.07,2024,2377,2334,82.68,Glass,4,1,5.0,WiFi 5,Dimensity 900,8,512,5.72,AMOLED,144,5528,18,64,32,"Depth, Wide",187.1,7.68,1.0184233076263924
OnePlus,Android,557.98,2023,3318,4857,93.25,Plastic,6,2,5.1,WiFi 6,Snapdragon 778G,8,64,6.42,OLED,90,5860,65,64,32,Other,180.2,9.02,0.6831377393452749
Vivo,Android,476.72,2023,2570,4283,87.45,Glass,3,2,5.2,WiFi 6E,Dimensity 900,8,128,6.0,LCD,60,4420,45,64,16,Other,158.3,9.44,0.6000466962409526
Sony,Android,491.92,2024,2953,3653,87.52,Plastic,7,2,4.2,WiFi 6E,Dimensity 900,8,64,6.61,LCD,120,4365,25,108,8,Other,228.3,9.17,0.8083766767040789
Samsung,Android,479.77,2021,2018,4497,81.89,Glass,7,1,5.0,WiFi 6,Exynos 1380,8,64,6.4,AMOLED,60,6340,25,64,50,Other,187.2,9.12,0.44874360684901043
Samsung,Android,1082.71,2023,8168,9717,77.07,Glass,5,2,5.3,WiFi 6,Tensor G3,8,64,6.23,OLED,144,4928,45,200,16,Other,177.5,8.09,0.8405886590511474
Sony,Android,574.0,2018,4337,5283,92.3,Glass,5,1,5.3,WiFi 6,Snapdragon 778G,6,128,6.61,AMOLED,90,6473,25,50,8,"Telephoto, Macro",192.2,8.11,0.8209350747681242
OnePlus,Android,378.82,2021,3218,3761,83.68,Glass,3,2,5.1,WiFi 6,Snapdragon 778G,6,128,6.83,OLED,60,4819,33,108,32,Other,166.2,8.27,0.8556235043871311
Oppo,Android,388.66,2021,2804,4022,79.15,Plastic,7,2,5.3,WiFi 6E,Exynos 1380,6,128,5.73,LCD,60,4959,33,108,8,"Telephoto, Depth",211.1,7.04,0.6971655892590751
Oppo,Android,338.04,2024,2637,3733,82.65,Metal,3,2,5.0,WiFi 5,Exynos 1380,12,128,6.5,LCD,90,6490,33,64,8,Other,215.1,8.79,0.7064023573533351
Apple,iOS,974.38,2019,6867,9781,78.69,Glass,4,1,4.2,WiFi 6E,Tensor G3,12,128,6.84,AMOLED,120,2966,33,108,50,"Ultra-Wide, Wide",179.3,8.81,0.7020754524077293
Google,Android,1029.05,2018,7643,10170,90.66,Metal,2,1,5.3,WiFi 6,A17 Bionic,12,128,6.83,OLED,120,4888,18,200,50,"Wide, Ultra-Wide",197.4,7.93,0.7515240904621435
Apple,iOS,1108.03,2020,8786,10615,78.28,Glass,7,1,5.0,WiFi 5,Tensor G3,8,128,5.76,OLED,120,3469,33,200,50,Other,190.9,8.47,0.8276966556759303
Oppo,Android,508.08,2021,4107,5584,92.79,Plastic,6,2,5.2,WiFi 6,Snapdragon 778G,8,128,5.85,LCD,90,4128,33,64,32,Other,225.4,7.16,0.7354942693409742
OnePlus,Android,923.97,2019,6600,8456,90.27,Metal,4,2,5.0,WiFi 5,Tensor G3,8,128,6.75,OLED,120,4924,65,108,16,Other,213.3,8.47,0.7805108798486282
Sony,Android,434.77,2021,3023,4576,87.24,Plastic,2,1,5.0,WiFi 6,Exynos 1380,6,64,6.77,LCD,90,4257,100,64,32,"Depth, Wide",192.0,8.5,0.6606206293706294
Vivo,Android,136.89,2022,405,1004,90.5,Plastic,3,1,5.2,WiFi 6,Snapdragon 680,3,64,6.11,OLED,60,5544,33,48,50,"Depth, Ultra-Wide",162.1,8.79,0.4033864541832669
OnePlus,Android,308.36,2018,2717,2474,86.22,Plastic,3,2,5.2,WiFi 6E,Exynos 1380,8,128,6.54,OLED,144,4097,100,108,16,"Macro, Telephoto",181.6,9.37,1.0982215036378336
Apple,iOS,1437.6,2018,10754,13477,75.84,Plastic,5,1,5.3,WiFi 5,A17 Bionic,16,512,6.27,OLED,90,3161,65,108,8,Wide,192.8,7.6,0.7979520664836388
Realme,Android,321.04,2019,2239,3088,92.22,Glass,6,1,5.0,WiFi 6,Snapdragon 778G,8,256,5.86,LCD,144,3470,33,108,16,Other,182.1,8.35,0.7250647668393783
Xiaomi,Android,607.03,2021,4648,5619,81.37,Plastic,4,1,5.1,WiFi 6,Dimensity 900,6,64,6.65,OLED,60,6182,45,108,32,"Depth, Ultra-Wide",160.4,8.62,0.8271934507919558
Xiaomi,Android,389.52,2019,2721,3768,77.33,Glass,7,1,4.2,WiFi 6,Dimensity 900,6,64,6.02,AMOLED,60,5620,25,64,8,Other,200.3,7.72,0.7221337579617835
Motorola,Android,388.84,2024,3031,3299,80.67,Plastic,3,2,5.2,WiFi 6E,Snapdragon 778G,8,128,5.59,LCD,90,5153,45,64,32,"Depth, Macro",191.9,7.68,0.9187632615944226
Samsung,Android,336.6,2019,3205,2996,87.19,Metal,6,1,5.3,WiFi 6E,Snapdragon 778G,6,512,5.51,AMOLED,60,4588,18,64,32,"Ultra-Wide, Macro",206.7,8.07,1.0697596795727637
